6.867171823980000589e-02,1.276901811360000027e-01,-3.943758606910000020e-01
9.135567396879999691e-02,1.421173848210000035e-02,9.941583871839999864e-02
1.000911816950000033e-01,-1.438287049529999861e-01,-2.416265010830000171e-02
4.043773189190000283e-02,-1.127058118579999935e-01,-9.533721208569999328e-02
-3.578482940790000261e-02,-1.410635858769999917e-01,-2.508313059810000079e-01
-1.184650659559999958e-01,-1.286973506209999896e-01,4.647237434979999832e-02
-2.108661644159999862e-02,-8.913078159090000174e-02,-1.247776448729999987e-01
7.862044498320000172e-03,4.566865041849999668e-02,-1.595907658340000035e-01
-4.357257485390000212e-02,3.624773770570000053e-02,-9.245306253429999566e-02
-2.308422513309999966e-02,9.505405277009999765e-02,5.387088656430000233e-02
6.208226084710000148e-02,6.261593848469999835e-02,4.431301355359999750e-02
1.905797235669999881e-02,1.233882606029999968e-01,2.392306923869999893e-03
-1.237660646439999942e-02,1.385207176209999891e-01,-8.687749505040000524e-04
3.733580559489999701e-02,9.603268653150000278e-02,-1.602427288890000134e-02
1.597824320199999967e-02,8.641579002139999910e-02,3.038655407729999938e-02
2.570256590840000119e-03,4.695759341120000346e-02,-3.646683692930000054e-02
-2.812255732719999915e-02,5.292383208870000272e-02,-3.534562885759999842e-03
-9.637183696029999469e-02,9.535280987620000249e-04,2.808424457909999838e-02
-5.847743153570000157e-02,-1.057776212690000051e-01,-6.865572184319999709e-03
-4.698529839519999945e-02,-7.092393934729999960e-02,1.046057045460000064e-02
-3.037719428539999850e-02,1.142717003820000049e-01,1.454357802870000042e-02
-1.868697581810000027e-03,6.061100214719999935e-02,3.177868574860000239e-02
-1.795864291489999987e-02,6.469202041629999733e-02,-2.166993170979999994e-02
-5.177930369969999808e-02,4.146265983579999759e-02,-1.045329868790000061e-02
-1.564923673870000087e-02,6.732849776740000569e-02,5.969736725089999987e-03
-5.596317723389999943e-02,2.940697968010000038e-02,2.992661297320000149e-02
-5.385345965620000341e-02,-3.010390885170000086e-02,-7.238374650480000616e-02
4.216514155270000008e-02,1.000458672639999991e-01,7.693474739790000239e-02
2.095471136269999937e-02,8.056841045620000141e-02,3.451308608059999727e-02
-2.708963491020000003e-02,1.127073075619999983e-02,-1.682639867069999837e-02
2.342637628320000040e-02,3.823804482820000045e-02,-5.164922773839999981e-02
-1.453386619689999923e-02,-3.367554768920000274e-02,3.579251468179999850e-03
-8.319782093170000753e-03,4.212201759220000202e-02,2.473294734950000177e-03
-9.416298009460000520e-03,-2.977057173849999988e-02,1.129751577970000004e-01
3.200712148099999800e-03,-3.243765980010000077e-02,-1.102624833579999991e-01
3.443707153199999926e-02,-3.474514931440000204e-02,-3.569960594179999967e-03
2.557035163040000114e-02,-1.978394342589999844e-03,6.234705448149999857e-02
-2.352735027669999868e-02,-2.383100986479999919e-02,-2.624379284680000007e-02
-1.222270820289999942e-02,9.808205068110000674e-03,1.486515998840000005e-02
-8.658774942159999655e-02,-9.265826642509999989e-02,-4.158177971839999848e-02
-1.695657707749999993e-02,-6.299719214439999937e-02,2.012161910530000167e-02
-2.180005237460000064e-02,-1.311734467740000021e-01,-3.991603851320000423e-03
2.674277499319999835e-02,-5.437381938099999923e-02,1.643285155299999828e-02
-4.427713155750000185e-02,-9.133239835499999681e-02,-3.269334882500000289e-02
-4.440058395270000263e-02,-7.642287015910000092e-02,6.586628407239999983e-02
-2.182035148140000144e-02,-1.335532516240000023e-01,-2.923472970720000091e-02
-8.231353014710000859e-03,2.456814981999999939e-02,-3.527587652209999980e-02
4.534342139960000073e-02,-7.139864563940000186e-02,8.748173713680000227e-03
3.306924551729999856e-02,-4.203666001559999699e-02,-1.792407967150000045e-02
4.333685711029999776e-02,-1.076003387569999942e-01,-4.150077700609999809e-02
1.772480458019999941e-02,-2.805201895530000031e-02,2.068603038790000140e-02
2.300319820640000026e-02,8.781222626570000730e-03,-2.485252916809999740e-04
2.474523894490000125e-02,-1.211376488209999977e-02,5.174200236800000074e-02
8.224515244359999200e-03,-6.023460254069999686e-02,-8.773195743559999982e-02
5.059620738029999704e-02,2.497322857380000066e-02,6.582900136710000127e-02
-1.073309313509999974e-02,2.809416688980000132e-02,-6.817360222340000664e-02
1.375624537470000047e-02,6.337513774630000596e-02,-5.406729131940000294e-02
4.294706508519999938e-02,6.969298422340000632e-02,2.611668109890000200e-01
2.786790207029999841e-02,-2.956058643760000118e-02,1.811674833299999898e-01
-5.411342158909999978e-02,1.265792101619999943e-01,-1.432218849659999960e-01
-2.394861169160000108e-02,1.529296338560000024e-01,-6.232027336959999886e-02
-3.364723920820000130e-02,9.570423513650000436e-02,-2.434913218020000047e-01
-2.380398288369999990e-02,1.326948702340000064e-01,8.149564266199999310e-03
-1.083935126660000026e-01,1.417549252510000024e-01,1.385760400440000026e-02
-9.407924115660000475e-02,1.695289313789999919e-01,-1.538166403770000086e-02
-1.051594410089999945e-02,3.372503817079999799e-01,-6.345425546169999875e-02
-7.047433406109999965e-02,3.762805759910000103e-01,-2.622783184049999952e-02
-1.094001159069999951e-01,3.668360114099999958e-01,2.278742939229999945e-02
-7.517285645009999517e-02,4.478354752059999777e-01,4.206793382760000248e-03
-4.705650359389999815e-02,3.241468369959999984e-01,1.125548779960000058e-02
1.413322519509999965e-02,3.052684664729999886e-01,-3.139429911970000042e-02
-3.815794736150000116e-02,2.590431571010000100e-01,3.836892545219999957e-03
-1.675055176019999911e-02,2.553324997429999854e-01,8.847393095489999859e-03
9.507383219900000446e-03,2.066257447000000025e-01,4.567083343859999756e-02
-4.508514329789999747e-02,1.963121443989999937e-01,9.727559983730000442e-03
1.705676689739999904e-02,2.375250160690000056e-01,-6.425775587559999676e-03
-2.047020383179999972e-02,9.240772575139999390e-02,-2.552971243859999961e-02
-3.846437484029999881e-02,6.671033799650000207e-02,2.969326265160000117e-02
