2.904312345629999834e-02,-5.833416914739999459e-01,1.526999999999999913e+00
2.903146301250000144e-02,-5.838418651960000094e-01,1.524999999999999911e+00
2.881215258260000009e-02,-5.853435887250000302e-01,1.522000000000000020e+00
2.891194259009999962e-02,-5.860113681649999906e-01,1.524000000000000021e+00
2.940813029699999859e-02,-5.867941051130000085e-01,1.522000000000000020e+00
2.982490340229999870e-02,-5.873586258490000045e-01,1.518000000000000016e+00
3.224216239049999821e-02,-5.907521329399999521e-01,1.508999999999999897e+00
3.256783895859999972e-02,-5.916830581109999709e-01,1.502999999999999892e+00
3.300220547439999819e-02,-5.925880656759999754e-01,1.502000000000000002e+00
3.328689318800000241e-02,-5.934989219340000011e-01,1.504999999999999893e+00
3.346028084460000301e-02,-5.941269456379999481e-01,1.504000000000000004e+00
3.383015555550000081e-02,-5.952037323829999504e-01,1.499000000000000110e+00
3.385218681169999827e-02,-5.959568539359999528e-01,1.497999999999999998e+00
3.398917764489999688e-02,-5.965185995870000424e-01,1.495999999999999996e+00
3.394742089270000318e-02,-5.974037937739999915e-01,1.502999999999999892e+00
3.381822522490000177e-02,-5.983418694719999653e-01,1.502999999999999892e+00
3.345142468569999722e-02,-5.997922321090000120e-01,1.500999999999999890e+00
3.337569702939999911e-02,-6.000391751460000256e-01,1.502000000000000002e+00
3.266990780460000271e-02,-6.011659882190000248e-01,1.500999999999999890e+00
3.180063887020000146e-02,-6.019542702160000092e-01,1.506000000000000005e+00
3.125698815220000204e-02,-6.024199019000000543e-01,1.504999999999999893e+00
2.801019135189999898e-02,-6.054281576329999526e-01,1.504999999999999893e+00
2.743515972820000093e-02,-6.062086161149999874e-01,1.504000000000000004e+00
2.622920558560000101e-02,-6.077312209330000270e-01,1.504000000000000004e+00
2.509417234189999929e-02,-6.089911959220000170e-01,1.504000000000000004e+00
2.361281656150000102e-02,-6.105099887989999807e-01,1.506999999999999895e+00
1.984463562400000033e-02,-6.142016102109999487e-01,1.506999999999999895e+00
1.761083315429999921e-02,-6.171564577070000057e-01,1.506000000000000005e+00
1.642483671280000126e-02,-6.186334938869999522e-01,1.504999999999999893e+00
1.549245553950000069e-02,-6.204203055910000320e-01,1.508999999999999897e+00
1.481679703179999974e-02,-6.216107544009999986e-01,1.520000000000000018e+00
1.381916126150000042e-02,-6.235872495590000231e-01,1.520000000000000018e+00
1.350413179510000054e-02,-6.253570562679999778e-01,1.520000000000000018e+00
1.338274222790000051e-02,-6.270467905040000289e-01,1.518000000000000016e+00
1.352874505639999926e-02,-6.288598287690000399e-01,1.516999999999999904e+00
1.427347679580000077e-02,-6.303458701230000294e-01,1.514999999999999902e+00
1.615050995239999954e-02,-6.328211422999999725e-01,1.518000000000000016e+00
1.676485418720000120e-02,-6.335913818680000142e-01,1.518000000000000016e+00
2.234741814019999828e-02,-6.405426660030000274e-01,1.518000000000000016e+00
